userId,isDominant,apen_val
2617401053088714525,False,1.2385923394458418
-4326445572168240941,False,1.5332251064786875
2621624817780485751,False,1.403574546706365
5737439975340029986,True,1.4299364117178612
-3647288079739879791,True,1.565406886548121
-330134785767687799,True,1.3365310159237525
-2854362382274620637,True,1.3564595935818198
7652962964788952621,True,1.4385170014838748
-2054485537171701195,True,1.457099907983261
5957738860292749809,True,1.0812871960413006
5994317928284616889,True,1.238357630373811
5953130067385471612,True,1.1043330401957046
-7152280707092682653,True,1.264530981278798
2953082735401829032,True,1.4705973913455574
2901262526530110237,True,1.4971477020995283
8095746210224354252,True,1.4315303488893725
-8046046167223572425,True,1.677250473648813
-6316854181077998935,True,1.2939720938718628
-312554734788847752,True,1.3141082827812722
6889200603018039398,True,1.4828362812851856
-855852166507963178,True,1.384110339832156
8763207614944609016,True,1.3101335579302353
-4296690664341219197,True,1.4594446190573067
-2696696294362003107,True,1.5383454418812663
-5949519225260502667,True,1.225569252432659
-2504750003675151962,True,1.3517090672204248
5643333262274775783,True,1.1112616668351758
-3792382541290470218,True,1.4383210149049739
4619113112333517975,True,1.4299676427370924
6923528278276182908,True,0.8094579404212898
7200365757830315366,True,0.6804318383111649
7100923385288640145,True,1.1177551411282391
5300900328726964931,True,1.5556984213241751
2256855289350135638,True,1.3442711614983325
-5370096087256821513,True,1.444865177950713
7942900271523021450,True,1.740209052082312
-3702439844768734132,True,1.5363291580737597
